id,image_path,split,cultivation_system,governorate,zone_id,area_ha,vertex_count,bbox_width_deg,bbox_height_deg,bbox_aspect_ratio,perimeter_deg,polygon_area_deg2,compactness_deg,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndvi_p10,ndvi_p50,ndvi_p90,ndwi_mean,ndwi_min,ndwi_max,ndwi_std,ndwi_p10,ndwi_p50,ndwi_p90,ndre_proxy_mean,ndre_proxy_min,ndre_proxy_max,ndre_proxy_std,ndre_proxy_p10,ndre_proxy_p50,ndre_proxy_p90,fapar_proxy_mean,fapar_proxy_min,fapar_proxy_max,fapar_proxy_std,fapar_proxy_p10,fapar_proxy_p50,fapar_proxy_p90,lai_proxy_mean,lai_proxy_min,lai_proxy_max,lai_proxy_std,lai_proxy_p10,lai_proxy_p50,lai_proxy_p90,b08_glcm_contrast,b08_glcm_dissimilarity,b08_glcm_homogeneity,b08_glcm_energy,b08_glcm_correlation,b08_glcm_ASM,b11_glcm_contrast,b11_glcm_dissimilarity,b11_glcm_homogeneity,b11_glcm_energy,b11_glcm_correlation,b11_glcm_ASM,ndvi_glcm_contrast,ndvi_glcm_dissimilarity,ndvi_glcm_homogeneity,ndvi_glcm_energy,ndvi_glcm_correlation,ndvi_glcm_ASM,ndwi_glcm_contrast,ndwi_glcm_dissimilarity,ndwi_glcm_homogeneity,ndwi_glcm_energy,ndwi_glcm_correlation,ndwi_glcm_ASM,ndvi_range,ndvi_p90_p10_amplitude,seasonal_ndvi_amplitude,seasonal_amplitude_available,valid_pixel_count,valid_pixel_ratio
parcel_1777666069829_t5ehp,sentinel2_l2a\2025_05_06\test\extensif__parcel_1777666069829_t5ehp.tif,test,extensif,Sfax,Sfax__lat175_lng51,2988.389915036504,11,0.09570121765136896,0.06484371075658402,1.475875093123843,0.2469769071026746,0.0029512446339765575,0.6079983198984537,0.1296721249818802,-0.026615969836711884,0.520643413066864,0.019387785345315933,0.10808076411485672,0.12687969207763672,0.15501222014427185,-0.3403782248497009,-0.5613536834716797,-0.021276595070958138,0.02300330065190792,-0.3681055009365082,-0.3413654565811157,-0.3123552083969116,0.1296721249818802,-0.026615969836711884,0.520643413066864,0.019387785345315933,0.10808076411485672,0.12687969207763672,0.15501222014427185,0.00013071273860987276,0.0,0.5344057083129883,0.004408081062138081,0.0,0.0,0.0,0.3511558175086975,0.0,1.7656878232955933,0.07013252377510071,0.2730362117290497,0.3410507142543793,0.4428342282772064,1.7432206051435095,0.6148919889004224,0.7760560686203903,0.5324283790631027,0.9668573757032761,0.2834824188984789,0.826307575761313,0.30511312524225653,0.8831809412293214,0.5385001301186707,0.9847269988422123,0.2899900363192922,7.780458780757786,1.5190277672758405,0.6491907371474684,0.5262388756097393,0.7086318160853653,0.276932276029828,4.516527796473769,1.128333210979299,0.6838543085203784,0.5247959849018102,0.8620799999403187,0.2754114665847568,0.5472593829035759,0.04693145602941513,nan,False,298677,0.4774057942057942
parcel_1777666572107_7pdad,sentinel2_l2a\2025_05_06\test\extensif__parcel_1777666572107_7pdad.tif,test,extensif,Kairouan,Kairouan__lat175_lng50,1443.2951926499438,8,0.06849288940429688,0.027125350938540294,2.5250508116737644,0.15872358664099104,0.0014257362452951838,0.7111580285355432,0.12686608731746674,0.0018645121017470956,0.39850327372550964,0.020234346389770508,0.10354961305856705,0.12403100728988647,0.15422930717468264,-0.34300199151039124,-0.5424296855926514,-0.05199042707681656,0.022718599066138268,-0.3714446067810059,-0.3428414762020111,-0.3148672699928283,0.12686608731746674,0.0018645121017470956,0.39850327372550964,0.020234346389770508,0.10354961305856705,0.12403100728988647,0.15422930717468264,6.068401853553951e-05,0.0,0.33083876967430115,0.0024169061798602343,0.0,0.0,0.0,0.3410032093524933,0.0,1.3237848281860352,0.07319933921098709,0.2566425085067749,0.3307441771030426,0.4400016188621522,2.8916718287231915,1.0088629461642808,0.6360687349075567,0.2607708283834032,0.9364397628435142,0.06801679818815731,1.2144908491583708,0.4815910601271318,0.8136912325011367,0.28462857418551385,0.9741763052396762,0.08110397821558575,12.7677952987741,2.4118376556146233,0.4477829954988236,0.24806939309256726,0.5796424954390029,0.06156013220416317,8.083395556793832,1.8819347550273196,0.49377178606021727,0.24464004196653855,0.7798054489143231,0.05986822634416662,0.39663876162376255,0.05067969411611559,nan,False,144250,0.7643315476852809
parcel_1777666591451_o64cz,sentinel2_l2a\2025_05_06\test\extensif__parcel_1777666591451_o64cz.tif,test,extensif,Kairouan,Kairouan__lat175_lng50,790.8698653056623,7,0.05141258239746094,0.02936668102223905,1.7507113711122746,0.12231717974977634,0.0007814479738215141,0.6563492833260076,0.13583999872207642,0.07149321585893631,0.31889763474464417,0.026125241070985794,0.10640279203653336,0.13189448416233063,0.17034732699394226,-0.34233754873275757,-0.4651123583316803,-0.14065510034561157,0.02611335925757885,-0.375127500295639,-0.34220004081726074,-0.31056246161460876,0.13583999872207642,0.07149321585893631,0.31889763474464417,0.026125241070985794,0.10640279203653336,0.13189448416233063,0.17034732699394226,0.0006902231252752244,0.0,0.19816270470619202,0.00648323493078351,0.0,0.0,0.0,0.3734690845012665,0.14066246151924133,1.0357716083526611,0.09452112019062042,0.2669652998447418,0.35919424891471863,0.49831665158271793,1.9105409534208282,0.6567577709137058,0.7608016728832474,0.4975138531212997,0.9627759623808101,0.24752650655012093,1.07331261074942,0.3376240360320272,0.8740518572028807,0.5058902914780521,0.9805426059093012,0.25594078721155344,7.75763391543043,1.5530115204005537,0.6302561072583444,0.48871950988977547,0.7003739049457336,0.2388539531357034,6.030671644002254,1.3581747362981187,0.6474439424806355,0.4878245484989623,0.8321238070586191,0.2379778736369857,0.24740441888570786,0.0639445349574089,nan,False,79037,0.5116060794365905
parcel_1777666608727_pm8wx,sentinel2_l2a\2025_05_06\test\extensif__parcel_1777666608727_pm8wx.tif,test,extensif,Sidi_Bouzid,Sidi_Bouzid__lat175_lng50,367.63711614930213,7,0.025491714477539062,0.02045396884574302,1.2462967294899603,0.07867832404799718,0.00036308308625621066,0.737064818119786,0.13813713192939758,0.050572894513607025,0.5215311050415039,0.03256336227059364,0.10691823810338974,0.13075092434883118,0.17823535203933716,-0.33727002143859863,-0.5545898675918579,-0.150883287191391,0.032058022916316986,-0.37307992577552795,-0.34158073365688324,-0.2951385974884033,0.13813713192939758,0.050572894513607025,0.5215311050415039,0.03256336227059364,0.10691823810338974,0.13075092434883118,0.17823535203933716,0.0025759295094758272,0.0,0.5358851552009583,0.01933680661022663,0.0,0.0,0.0,0.38178011775016785,0.06497272849082947,1.7688995599746704,0.11781424283981323,0.26883018016815186,0.35505685210227966,0.5268555283546448,2.497908402364792,0.7760547104475226,0.7186397133996685,0.3224055152671816,0.9497097861358326,0.10396755137299227,1.6189634240913429,0.4536265275244713,0.8396564064249217,0.33884401576106454,0.9695883102032036,0.1148913237357432,5.7816072050335,1.4978430773578364,0.5660353682915388,0.317577034544627,0.7599069132866657,0.10092759155992767,6.179568748149928,1.4673103564531038,0.5771660922657901,0.30576594312941485,0.8201308098962443,0.09350590755981522,0.4709582105278969,0.07131711393594742,nan,False,36746,0.6977441895792192
parcel_1777662875975_5jz1b,sentinel2_l2a\2025_05_06\test\intensif__parcel_1777662875975_5jz1b.tif,test,intensif,Gabes,Gabes__lat171_lng48,105.91107426235152,8,0.014762878417970526,0.017069687615858697,0.8648593196430252,0.07325289507803118,0.00010358704724922063,0.24258599854297422,0.09908181428909302,0.039482202380895615,0.16918714344501495,0.020589737221598625,0.07987470924854279,0.08876735717058182,0.1308165043592453,-0.29518741369247437,-0.35536321997642517,-0.12071917951107025,0.02066993899643421,-0.32538241147994995,-0.2895132899284363,-0.273653107881546,0.09908181428909302,0.039482202380895615,0.16918714344501495,0.020589737221598625,0.07987470924854279,0.08876735717058182,0.1308165043592453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2404780089855194,0.02484661340713501,0.4941190779209137,0.07449366897344589,0.17098671197891235,0.20316028594970703,0.3552941083908081,2.2880688196072017,0.5368238361884322,0.8298625275777285,0.5921170318555007,0.9397371106985951,0.35064137837746573,1.749583585116089,0.37856479358902184,0.8830115772331146,0.6024515599665321,0.9624606153728513,0.36299364780417065,1.882663823827863,0.47481949930056366,0.8412513487546266,0.6226768851347354,0.9273071829073375,0.38777304931978707,3.7852188474297224,0.6462431461612113,0.8209003558120564,0.5929053143907999,0.9149175092144552,0.35157581158500706,0.12970494106411934,0.050941795110702515,nan,False,10579,0.4034706331045004
parcel_1777662889381_5q9ie,sentinel2_l2a\2025_05_06\test\intensif__parcel_1777662889381_5q9ie.tif,test,intensif,Gabes,Gabes__lat171_lng48,16.810050217460006,5,0.00948429107665838,0.006033732096419442,1.571878055753682,0.02272178000903609,1.64389154804212e-05,0.4001274304725582,0.1559712141752243,0.08360619843006134,0.23236823081970215,0.022748205810785294,0.1305384963750839,0.15637879073619843,0.18166930675506593,-0.34017789363861084,-0.39478611946105957,-0.26430168747901917,0.019939042627811432,-0.3629348337650299,-0.3409988433122635,-0.3182323664426804,0.1559712141752243,0.08360619843006134,0.23236823081970215,0.022748205810785294,0.1305384963750839,0.15637879073619843,0.18166930675506593,0.0004864196525886655,0.0,0.05394704267382622,0.0036257340107113123,0.0,0.0,0.0,0.4463038444519043,0.1844872236251831,0.7227082252502441,0.0823030099272728,0.35428827404975893,0.44777846336364746,0.539279556274414,3.9465132483062373,0.5238405989014576,0.8874568288644324,0.7070737511962513,0.92701999009084,0.5000318510315654,4.880778383020434,0.6265287529638486,0.8689786025259731,0.7037533139386116,0.8492984872311202,0.4953533231053726,2.4408620058922397,0.5507416363451866,0.8431714952934097,0.7068693712628775,0.9221776172269095,0.49973291490814975,5.068369030519382,0.7319953679099442,0.8357554073160424,0.7027672567776985,0.7443786003408543,0.49396851620180626,0.1487620323896408,0.05113081037998202,nan,False,1684,0.28141711229946526
parcel_1777666827849_immef,sentinel2_l2a\2025_05_06\test\intensif__parcel_1777666827849_immef.tif,test,intensif,Gafsa,Gafsa__lat173_lng43,615.6273959080931,14,0.037078857421875,0.035364844574424126,1.0484665737422878,0.11745649827819127,0.0006054262871657556,0.5514638386844587,0.1868606060743332,0.04263275861740112,0.3775649666786194,0.0332825742661953,0.14109890162944794,0.191014364361763,0.22642089426517487,-0.34212526679039,-0.4658147096633911,-0.06287716329097748,0.0325130820274353,-0.38315171003341675,-0.3455480635166168,-0.29790419340133667,0.1868606060743332,0.04263275861740112,0.3775649666786194,0.0332825742661953,0.14109890162944794,0.191014364361763,0.22642089426517487,0.012369932606816292,0.0,0.2959415912628174,0.024582192301750183,0.0,0.0,0.044034816324710846,0.5580616593360901,0.03624531626701355,1.2480300664901733,0.12041635811328888,0.3924958407878876,0.5730899572372437,0.7011908292770386,1.5303658178472812,0.36990439641798417,0.8707426209303006,0.5616494810532118,0.9747247335994023,0.3154644918744233,1.8410857137311,0.4258889098852603,0.8588131844656217,0.5521617188446934,0.9576439485499826,0.30489805795736774,1.7245491622140017,0.5498149553372808,0.8036359275948544,0.5538945580828136,0.9488829196146906,0.3068072199719596,2.126590282981049,0.5700307136034356,0.803657292657258,0.5465706334107727,0.946260007066183,0.2987462211491828,0.33493220806121826,0.08532199263572693,nan,False,61511,0.46170070631328486
parcel_1777665966157_egeq5,sentinel2_l2a\2025_05_06\train\extensif__parcel_1777665966157_egeq5.tif,train,extensif,Mahdia,Mahdia__lat176_lng53,94.92092846720377,22,0.01455903053283869,0.010701346706106563,1.3604858278753644,0.0453903887718972,9.405423475072894e-05,0.5736677202517031,0.19485080242156982,0.10429175198078156,0.7189586162567139,0.042744122445583344,0.15209282338619232,0.19074363261461258,0.23637088090181355,-0.34961310029029846,-0.6501121520996094,-0.17892426252365112,0.0318392775952816,-0.3844448268413544,-0.34903229773044586,-0.3118484020233154,0.19485080242156982,0.10429175198078156,0.7189586162567139,0.042744122445583344,0.15209282338619232,0.19074363261461258,0.23637088090181355,0.01984499767422676,0.0,0.8649309873580933,0.05318959429860115,0.0,0.0,0.060618127882480666,0.5869701504707336,0.25932756066322327,2.483192205429077,0.15464822947978973,0.43227184414863584,0.5721104741096497,0.7371898770332337,3.5452117239503487,0.927839134172752,0.7100145390270693,0.41134690302990873,0.9251420184776025,0.1692465493208542,2.6381678349427933,0.7356793568859301,0.7655258793517503,0.41503472485821813,0.9379429600510825,0.17232903007011113,6.1896715163837825,1.3837775232030212,0.6213655682223405,0.40317569426509137,0.7904819224283812,0.16258309340003765,6.010424044576149,1.4093151798848425,0.6124752409998548,0.40230510424868676,0.8483999516757292,0.16187680488498035,0.6146668642759323,0.08427805751562123,nan,False,9488,0.5900497512437811
parcel_1777666096636_lo0y0,sentinel2_l2a\2025_05_06\train\extensif__parcel_1777666096636_lo0y0.tif,train,extensif,Sfax,Sfax__lat175_lng52,369.5143302028536,7,0.04488945007324219,0.019168290694800305,2.3418598344514434,0.10151130472004832,0.00036533520940906783,0.44552550803176116,0.13586178421974182,0.07327703386545181,0.2911754250526428,0.01858474127948284,0.11589333564043044,0.13292112201452255,0.15952060967683795,-0.31444302201271057,-0.42817625403404236,-0.1855737715959549,0.023441491648554802,-0.34507127702236173,-0.3136739134788513,-0.2856477707624435,0.13586178421974182,0.07327703386545181,0.2911754250526428,0.01858474127948284,0.11589333564043044,0.13292112201452255,0.15952060967683795,0.00023236926062963903,0.0,0.15195903182029724,0.0038532258477061987,0.0,0.0,0.0,0.3735479712486267,0.1471163034439087,0.9354726076126099,0.06723959743976593,0.3013020843267441,0.36290861666202545,0.4591455519199373,1.3342288640808022,0.418470992059529,0.8469101477546299,0.5880960584517527,0.9605503044035895,0.3458740484348213,1.0265551190718363,0.2957218363013001,0.8939211811359429,0.5900525623064774,0.9647612912047259,0.3481837275822087,6.655736942080142,1.2561302436462274,0.7043838401948765,0.57288319982051,0.7025942249206851,0.3282041432002645,4.537110837744209,1.0218765429189938,0.7242740413672837,0.5669994283496604,0.8991094576352354,0.3214948504326902,0.217898391187191,0.04362727403640751,nan,False,36964,0.4282701888541305
parcel_1777666127269_tb54q,sentinel2_l2a\2025_05_06\train\extensif__parcel_1777666127269_tb54q.tif,train,extensif,Sfax,Sfax__lat175_lng52,555.0980749596731,15,0.03325939178466797,0.031433128649709374,1.058099947838806,0.1076594700979261,0.0005486002729355732,0.5947869175963968,0.13322128355503082,0.061194755136966705,0.46300604939460754,0.02198879048228264,0.10820058584213257,0.13022351264953613,0.16194492876529692,-0.32166028022766113,-0.5269548296928406,-0.1366799920797348,0.0223705917596817,-0.3499021589756012,-0.32095327973365784,-0.2950819730758667,0.13322128355503082,0.061194755136966705,0.46300604939460754,0.02198879048228264,0.10820058584213257,0.13022351264953613,0.16194492876529692,0.0002757333277259022,0.0,0.4383433759212494,0.004945371299982071,0.0,0.0,0.0,0.3639945983886719,0.10340262949466705,1.5571558475494385,0.079555444419384,0.2734697163105011,0.3531486690044403,0.46791674494743346,2.110052649010856,0.6709633880398903,0.7663985778277151,0.4865275785353078,0.9556533809207095,0.23671740827747376,1.4713621130831522,0.46986063796324395,0.834014243743944,0.4922850168605185,0.9679250252854603,0.24236566085587796,8.050162837780904,1.5594599572960433,0.6327784116753757,0.48561433934996084,0.6974921130384995,0.23582908364897276,6.5512099948981675,1.3799405779320735,0.6484656073732047,0.4791171862925072,0.8385040684823273,0.22955697439358727,0.40181129425764084,0.05374434292316435,nan,False,55483,0.5197470725995316
